x,y,line,algo,step,reward,zeros,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,cnt0,cnt2,cnt4,cnt8,cnt16,cnt32,cnt64,cnt128,cnt256,cnt512,cnt1024,cnt2048
1124,8,lookahead-1-zeros-0,lookahead-1-zeros,102,1124,8,0,4,128,16,0,0,8,64,4,0,4,4,0,0,0,0,8,0,4,1,1,0,1,1,0,0,0,0
1132,8,lookahead-1-zeros-0,lookahead-1-zeros,103,1132,8,4,128,16,0,8,64,0,2,8,4,0,0,0,0,0,0,8,1,2,2,1,0,1,1,0,0,0,0
1148,8,lookahead-1-zeros-0,lookahead-1-zeros,104,1148,8,4,0,0,0,0,128,0,0,4,64,0,0,16,4,16,2,8,1,3,0,2,0,1,1,0,0,0,0
1156,8,lookahead-1-zeros-0,lookahead-1-zeros,105,1156,8,0,0,0,0,0,128,0,2,8,64,0,0,16,4,16,2,8,2,1,1,2,0,1,1,0,0,0,0
1160,8,lookahead-1-zeros-0,lookahead-1-zeros,106,1160,8,0,0,0,0,0,128,4,0,8,64,0,0,16,4,16,4,8,0,3,1,2,0,1,1,0,0,0,0
1160,7,lookahead-1-zeros-0,lookahead-1-zeros,107,1160,7,8,128,4,4,16,64,16,0,0,4,0,0,0,2,0,0,7,1,3,1,2,0,1,1,0,0,0,0
1168,7,lookahead-1-zeros-0,lookahead-1-zeros,108,1168,7,0,8,128,8,0,16,64,16,0,0,0,4,0,4,0,2,7,1,2,2,2,0,1,1,0,0,0,0
1168,6,lookahead-1-zeros-0,lookahead-1-zeros,109,1168,6,8,128,8,0,16,64,16,0,4,0,0,2,4,2,0,0,6,2,2,2,2,0,1,1,0,0,0,0
1176,6,lookahead-1-zeros-0,lookahead-1-zeros,110,1176,6,8,128,8,2,16,64,16,2,8,2,0,0,0,0,0,0,6,3,0,3,2,0,1,1,0,0,0,0
1180,6,lookahead-1-zeros-0,lookahead-1-zeros,111,1180,6,2,0,0,0,8,128,0,0,16,64,8,0,8,2,16,4,6,2,1,3,2,0,1,1,0,0,0,0
1180,5,lookahead-1-zeros-0,lookahead-1-zeros,112,1180,5,2,0,2,0,8,128,0,0,16,64,8,0,8,2,16,4,5,3,1,3,2,0,1,1,0,0,0,0
1184,5,lookahead-1-zeros-0,lookahead-1-zeros,113,1184,5,4,2,0,0,8,128,0,0,16,64,8,0,8,2,16,4,5,2,2,3,2,0,1,1,0,0,0,0
1184,4,lookahead-1-zeros-0,lookahead-1-zeros,114,1184,4,4,2,0,2,8,128,0,0,16,64,8,0,8,2,16,4,4,3,2,3,2,0,1,1,0,0,0,0
1188,4,lookahead-1-zeros-0,lookahead-1-zeros,115,1188,4,0,0,4,4,0,0,8,128,2,16,64,8,8,2,16,4,4,2,3,3,2,0,1,1,0,0,0,0
1196,4,lookahead-1-zeros-0,lookahead-1-zeros,116,1196,4,8,0,0,0,8,128,2,0,2,16,64,8,8,2,16,4,4,3,1,4,2,0,1,1,0,0,0,0
1212,4,lookahead-1-zeros-0,lookahead-1-zeros,117,1212,4,0,0,0,4,16,128,2,0,2,16,64,8,8,2,16,4,4,3,2,2,3,0,1,1,0,0,0,0
1212,3,lookahead-1-zeros-0,lookahead-1-zeros,118,1212,3,2,0,0,4,0,16,128,2,2,16,64,8,8,2,16,4,3,4,2,2,3,0,1,1,0,0,0,0
1248,4,lookahead-1-zeros-0,lookahead-1-zeros,119,1248,4,0,2,0,4,0,0,128,2,4,32,64,8,8,2,16,4,4,3,3,2,1,1,1,1,0,0,0,0
1248,3,lookahead-1-zeros-0,lookahead-1-zeros,120,1248,3,4,2,128,4,8,32,64,2,2,2,16,8,0,0,0,4,3,4,3,2,1,1,1,1,0,0,0,0
1252,3,lookahead-1-zeros-0,lookahead-1-zeros,121,1252,3,4,2,128,4,8,32,64,2,4,16,8,0,4,2,0,0,3,3,4,2,1,1,1,1,0,0,0,0
1260,3,lookahead-1-zeros-0,lookahead-1-zeros,122,1260,3,4,2,128,4,8,32,64,2,8,16,8,0,0,2,0,2,3,4,2,3,1,1,1,1,0,0,0,0
1280,4,lookahead-1-zeros-0,lookahead-1-zeros,123,1280,4,4,2,128,4,16,32,64,4,0,16,8,0,0,2,2,0,4,3,3,1,2,1,1,1,0,0,0,0
1284,4,lookahead-1-zeros-0,lookahead-1-zeros,124,1284,4,4,2,128,4,16,32,64,4,16,8,0,0,4,0,2,0,4,2,4,1,2,1,1,1,0,0,0,0
1324,5,lookahead-1-zeros-0,lookahead-1-zeros,125,1324,5,4,2,128,8,32,32,64,0,4,8,2,2,0,0,0,0,5,3,2,2,0,2,1,1,0,0,0,0
1392,6,lookahead-1-zeros-0,lookahead-1-zeros,126,1392,6,4,2,128,8,0,0,64,64,0,4,8,4,2,0,0,0,6,2,3,2,0,0,2,1,0,0,0,0
1520,6,lookahead-1-zeros-0,lookahead-1-zeros,127,1520,6,4,2,128,8,128,2,0,0,4,8,4,0,2,0,0,0,6,3,3,2,0,0,0,2,0,0,0,0
1524,6,lookahead-1-zeros-0,lookahead-1-zeros,128,1524,6,4,4,128,8,128,8,4,0,4,0,0,0,2,0,0,2,6,2,4,2,0,0,0,2,0,0,0,0
1536,7,lookahead-1-zeros-0,lookahead-1-zeros,129,1536,7,8,128,8,2,128,8,4,0,4,0,0,0,4,0,0,0,7,1,3,3,0,0,0,2,0,0,0,0
1544,7,lookahead-1-zeros-0,lookahead-1-zeros,130,1544,7,0,0,0,0,8,0,0,2,128,128,8,0,8,8,4,2,7,2,1,4,0,0,0,2,0,0,0,0
1816,8,lookahead-1-zeros-0,lookahead-1-zeros,131,1816,8,0,0,0,0,8,2,0,0,256,8,0,0,16,4,2,2,8,3,1,2,1,0,0,0,1,0,0,0
1820,8,lookahead-1-zeros-0,lookahead-1-zeros,132,1820,8,0,0,0,0,8,2,2,0,256,8,0,0,16,4,4,0,8,2,2,2,1,0,0,0,1,0,0,0
1832,9,lookahead-1-zeros-0,lookahead-1-zeros,133,1832,9,0,0,0,0,8,4,0,2,256,8,0,0,16,8,0,0,9,1,1,3,1,0,0,0,1,0,0,0
1848,9,lookahead-1-zeros-0,lookahead-1-zeros,134,1848,9,0,0,0,0,8,0,2,0,256,4,0,0,16,16,0,2,9,2,1,1,2,0,0,0,1,0,0,0
1880,9,lookahead-1-zeros-0,lookahead-1-zeros,135,1880,9,0,2,0,0,0,0,8,2,0,0,256,4,0,0,32,2,9,3,1,1,0,1,0,0,1,0,0,0
1880,8,lookahead-1-zeros-0,lookahead-1-zeros,136,1880,8,2,0,0,2,0,0,8,2,0,0,256,4,0,0,32,2,8,4,1,1,0,1,0,0,1,0,0,0
1884,8,lookahead-1-zeros-0,lookahead-1-zeros,137,1884,8,0,0,0,0,0,2,8,4,0,0,256,4,2,0,32,2,8,3,2,1,0,1,0,0,1,0,0,0
1892,8,lookahead-1-zeros-0,lookahead-1-zeros,138,1892,8,2,2,8,8,2,0,256,2,0,0,32,0,0,0,0,0,8,4,0,2,0,1,0,0,1,0,0,0
1912,9,lookahead-1-zeros-0,lookahead-1-zeros,139,1912,9,4,16,0,0,2,256,2,0,32,0,2,0,0,0,0,0,9,3,1,0,1,1,0,0,1,0,0,0
1916,9,lookahead-1-zeros-0,lookahead-1-zeros,140,1916,9,4,16,4,0,2,256,0,0,32,0,0,2,0,0,0,0,9,2,2,0,1,1,0,0,1,0,0,0
1916,8,lookahead-1-zeros-0,lookahead-1-zeros,141,1916,8,4,16,4,2,2,256,0,0,32,0,0,0,0,2,0,0,8,3,2,0,1,1,0,0,1,0,0,0
1916,7,lookahead-1-zeros-0,lookahead-1-zeros,142,1916,7,0,2,0,0,4,16,0,0,2,256,0,0,32,2,4,2,7,4,2,0,1,1,0,0,1,0,0,0
1916,6,lookahead-1-zeros-0,lookahead-1-zeros,143,1916,6,0,0,0,2,0,0,4,16,0,4,2,256,32,2,4,2,6,4,3,0,1,1,0,0,1,0,0,0
1916,5,lookahead-1-zeros-0,lookahead-1-zeros,144,1916,5,32,4,4,2,0,2,2,16,0,2,4,256,0,0,0,2,5,5,3,0,1,1,0,0,1,0,0,0
1928,6,lookahead-1-zeros-0,lookahead-1-zeros,145,1928,6,32,8,2,0,4,16,0,0,2,4,256,4,2,0,0,0,6,3,3,1,1,1,0,0,1,0,0,0
1932,6,lookahead-1-zeros-0,lookahead-1-zeros,146,1932,6,0,0,0,0,32,8,0,0,4,16,2,2,4,4,256,4,6,2,4,1,1,1,0,0,1,0,0,0
1944,7,lookahead-1-zeros-0,lookahead-1-zeros,147,1944,7,0,4,0,0,32,8,0,0,4,16,4,0,8,256,4,0,7,0,4,2,1,1,0,0,1,0,0,0
1952,7,lookahead-1-zeros-0,lookahead-1-zeros,148,1952,7,0,4,0,0,32,8,0,2,4,16,0,0,8,256,8,0,7,1,2,3,1,1,0,0,1,0,0,0
1952,6,lookahead-1-zeros-0,lookahead-1-zeros,149,1952,6,4,0,0,0,32,8,2,0,4,16,0,0,8,256,8,4,6,1,3,3,1,1,0,0,1,0,0,0
1952,5,lookahead-1-zeros-0,lookahead-1-zeros,150,1952,5,4,0,2,0,32,8,0,0,4,16,2,0,8,256,8,4,5,2,3,3,1,1,0,0,1,0,0,0
1956,5,lookahead-1-zeros-0,lookahead-1-zeros,151,1956,5,4,8,4,4,32,16,8,2,4,256,0,0,8,0,0,0,5,1,4,3,1,1,0,0,1,0,0,0
1964,5,lookahead-1-zeros-0,lookahead-1-zeros,152,1964,5,0,4,8,8,32,16,8,2,0,0,4,256,0,2,0,8,5,2,2,4,1,1,0,0,1,0,0,0
1980,5,lookahead-1-zeros-0,lookahead-1-zeros,153,1980,5,4,16,0,0,32,16,8,2,4,256,2,0,2,8,0,0,5,3,2,2,2,1,0,0,1,0,0,0
2012,5,lookahead-1-zeros-0,lookahead-1-zeros,154,2012,5,4,0,0,0,32,32,4,0,4,256,8,0,2,8,2,2,5,3,3,2,0,2,0,0,1,0,0,0
2080,6,lookahead-1-zeros-0,lookahead-1-zeros,155,2080,6,0,0,0,4,0,0,64,4,2,4,256,8,0,2,8,4,6,2,4,2,0,0,1,0,1,0,0,0
2088,6,lookahead-1-zeros-0,lookahead-1-zeros,156,2088,6,0,0,0,2,0,0,64,8,0,4,256,8,2,2,8,4,6,3,2,3,0,0,1,0,1,0,0,0
2092,6,lookahead-1-zeros-0,lookahead-1-zeros,157,2092,6,2,0,0,2,0,0,64,8,0,4,256,8,0,4,8,4,6,2,3,3,0,0,1,0,1,0,0,0
2116,7,lookahead-1-zeros-0,lookahead-1-zeros,158,2116,7,0,0,0,2,0,0,64,2,0,0,256,16,2,8,8,4,7,3,1,2,1,0,1,0,1,0,0,0
2120,7,lookahead-1-zeros-0,lookahead-1-zeros,159,2120,7,0,0,0,0,2,0,64,4,0,0,256,16,2,8,8,4,7,2,2,2,1,0,1,0,1,0,0,0
2136,7,lookahead-1-zeros-0,lookahead-1-zeros,160,2136,7,0,2,0,0,2,64,4,0,256,16,0,0,2,16,4,0,7,3,2,0,2,0,1,0,1,0,0,0
2176,8,lookahead-1-zeros-0,lookahead-1-zeros,161,2176,8,0,0,0,0,2,2,0,0,256,64,2,0,2,32,8,0,8,4,0,1,0,1,1,0,1,0,0,0
2180,8,lookahead-1-zeros-0,lookahead-1-zeros,162,2180,8,0,0,0,0,4,0,0,0,256,64,2,0,2,32,8,2,8,3,1,1,0,1,1,0,1,0,0,0
2180,7,lookahead-1-zeros-0,lookahead-1-zeros,163,2180,7,4,64,2,2,256,32,8,0,2,2,0,0,0,0,0,0,7,4,1,1,0,1,1,0,1,0,0,0
2188,8,lookahead-1-zeros-0,lookahead-1-zeros,164,2188,8,4,64,4,0,256,32,8,0,4,0,2,0,0,0,0,0,8,1,3,1,0,1,1,0,1,0,0,0
2188,7,lookahead-1-zeros-0,lookahead-1-zeros,165,2188,7,2,0,0,0,4,0,4,0,256,64,8,0,4,32,2,0,7,2,3,1,0,1,1,0,1,0,0,0
2196,7,lookahead-1-zeros-0,lookahead-1-zeros,166,2196,7,0,0,0,2,0,0,2,8,0,256,64,8,0,4,32,2,7,3,1,2,0,1,1,0,1,0,0,0
2212,7,lookahead-1-zeros-0,lookahead-1-zeros,167,2212,7,0,0,0,0,0,0,2,2,2,256,64,16,0,4,32,2,7,4,1,0,1,1,1,0,1,0,0,0
2216,7,lookahead-1-zeros-0,lookahead-1-zeros,168,2216,7,0,0,4,0,4,0,0,0,2,256,64,16,4,32,2,0,7,2,3,0,1,1,1,0,1,0,0,0
2216,6,lookahead-1-zeros-0,lookahead-1-zeros,169,2216,6,0,0,0,4,2,0,0,4,2,256,64,16,0,4,32,2,6,3,3,0,1,1,1,0,1,0,0,0
2228,7,lookahead-1-zeros-0,lookahead-1-zeros,170,2228,7,0,0,2,0,0,0,0,8,0,256,64,16,4,4,32,2,7,2,2,1,1,1,1,0,1,0,0,0
2236,7,lookahead-1-zeros-0,lookahead-1-zeros,171,2236,7,2,0,0,0,8,0,2,0,256,64,16,0,8,32,2,0,7,3,0,2,1,1,1,0,1,0,0,0
2236,6,lookahead-1-zeros-0,lookahead-1-zeros,172,2236,6,2,0,0,0,8,0,2,0,256,64,16,2,8,32,2,0,6,4,0,2,1,1,1,0,1,0,0,0
2236,5,lookahead-1-zeros-0,lookahead-1-zeros,173,2236,5,2,0,0,0,8,0,2,2,256,64,16,0,8,32,2,2,5,5,0,2,1,1,1,0,1,0,0,0
2244,6,lookahead-1-zeros-0,lookahead-1-zeros,174,2244,6,2,0,0,2,8,4,0,0,256,64,16,0,8,32,4,0,6,2,2,2,1,1,1,0,1,0,0,0
2248,6,lookahead-1-zeros-0,lookahead-1-zeros,175,2248,6,0,0,0,4,0,0,8,4,4,256,64,16,0,8,32,4,6,0,4,2,1,1,1,0,1,0,0,0
2256,6,lookahead-1-zeros-0,lookahead-1-zeros,176,2256,6,4,256,8,8,0,8,64,16,0,0,32,4,0,0,0,2,6,1,2,3,1,1,1,0,1,0,0,0
2272,6,lookahead-1-zeros-0,lookahead-1-zeros,177,2272,6,0,4,256,16,0,8,64,16,0,0,32,4,0,2,0,2,6,2,2,1,2,1,1,0,1,0,0,0
2276,6,lookahead-1-zeros-0,lookahead-1-zeros,178,2276,6,0,4,256,16,0,8,64,16,0,0,32,4,2,0,0,4,6,1,3,1,2,1,1,0,1,0,0,0
2316,7,lookahead-1-zeros-0,lookahead-1-zeros,179,2316,7,0,0,0,0,0,4,256,0,0,4,64,32,2,8,32,8,7,1,2,2,0,2,1,0,1,0,0,0
2324,7,lookahead-1-zeros-0,lookahead-1-zeros,180,2324,7,0,0,0,2,0,0,256,0,0,8,64,32,2,8,32,8,7,2,0,3,0,2,1,0,1,0,0,0
2340,7,lookahead-1-zeros-0,lookahead-1-zeros,181,2340,7,0,0,0,0,0,0,256,2,0,2,64,32,2,16,32,8,7,3,0,1,1,2,1,0,1,0,0,0
2340,6,lookahead-1-zeros-0,lookahead-1-zeros,182,2340,6,0,0,0,0,256,2,0,4,2,64,32,0,2,16,32,8,6,3,1,1,1,2,1,0,1,0,0,0
2408,7,lookahead-1-zeros-0,lookahead-1-zeros,183,2408,7,0,0,0,0,0,2,0,2,256,64,0,4,4,16,64,8,7,2,2,1,1,0,2,0,1,0,0,0
2412,7,lookahead-1-zeros-0,lookahead-1-zeros,184,2412,7,0,0,0,2,0,0,0,4,0,256,64,4,4,16,64,8,7,1,3,1,1,0,2,0,1,0,0,0
2548,8,lookahead-1-zeros-0,lookahead-1-zeros,185,2548,8,0,0,0,4,0,0,0,2,0,256,0,8,4,16,128,8,8,1,2,2,1,0,0,1,1,0,0,0
2564,8,lookahead-1-zeros-0,lookahead-1-zeros,186,2564,8,4,256,128,4,0,16,0,2,0,0,0,16,0,2,0,0,8,2,2,0,2,0,0,1,1,0,0,0
2564,7,lookahead-1-zeros-0,lookahead-1-zeros,187,2564,7,4,256,128,4,16,2,0,2,16,0,0,0,2,0,0,0,7,3,2,0,2,0,0,1,1,0,0,0
2596,7,lookahead-1-zeros-0,lookahead-1-zeros,188,2596,7,4,256,128,4,32,2,0,2,2,0,0,2,0,0,0,0,7,4,2,0,0,1,0,1,1,0,0,0
2604,8,lookahead-1-zeros-0,lookahead-1-zeros,189,2604,8,4,256,128,4,0,0,32,4,0,0,0,4,0,2,0,0,8,1,4,0,0,1,0,1,1,0,0,0
2612,8,lookahead-1-zeros-0,lookahead-1-zeros,190,2612,8,0,0,0,0,0,0,0,2,0,256,128,4,4,2,32,8,8,2,2,1,0,1,0,1,1,0,0,0
2612,7,lookahead-1-zeros-0,lookahead-1-zeros,191,2612,7,4,256,128,2,0,2,32,4,0,0,0,8,2,0,0,0,7,3,2,1,0,1,0,1,1,0,0,0
2612,6,lookahead-1-zeros-0,lookahead-1-zeros,192,2612,6,4,256,128,2,2,32,4,0,8,0,2,0,2,0,0,0,6,4,2,1,0,1,0,1,1,0,0,0
2612,5,lookahead-1-zeros-0,lookahead-1-zeros,193,2612,5,4,256,128,2,0,2,32,4,2,0,8,2,0,0,0,2,5,5,2,1,0,1,0,1,1,0,0,0
2616,5,lookahead-1-zeros-0,lookahead-1-zeros,194,2616,5,4,256,128,2,2,2,32,4,0,0,8,4,0,2,0,0,5,4,3,1,0,1,0,1,1,0,0,0
2628,6,lookahead-1-zeros-0,lookahead-1-zeros,195,2628,6,0,0,0,0,2,0,128,0,4,256,32,2,2,4,8,8,6,3,2,2,0,1,0,1,1,0,0,0
2644,6,lookahead-1-zeros-0,lookahead-1-zeros,196,2644,6,0,0,0,0,4,0,2,128,4,256,32,2,0,2,4,16,6,3,3,0,1,1,0,1,1,0,0,0
2652,6,lookahead-1-zeros-0,lookahead-1-zeros,197,2652,6,8,256,2,128,0,2,32,2,2,0,4,16,0,0,0,0,6,4,1,1,1,1,0,1,1,0,0,0
2652,5,lookahead-1-zeros-0,lookahead-1-zeros,198,2652,5,8,256,2,128,2,32,2,2,2,4,16,0,0,0,0,0,5,5,1,1,1,1,0,1,1,0,0,0
2660,6,lookahead-1-zeros-0,lookahead-1-zeros,199,2660,6,0,2,0,0,0,256,0,0,8,32,4,128,4,4,16,2,6,2,3,1,1,1,0,1,1,0,0,0
2668,6,lookahead-1-zeros-0,lookahead-1-zeros,200,2668,6,2,0,2,0,256,0,0,0,8,32,4,128,8,16,2,0,6,3,1,2,1,1,0,1,1,0,0,0
2684,6,lookahead-1-zeros-0,lookahead-1-zeros,201,2684,6,0,0,0,0,2,0,2,2,256,32,4,0,16,16,2,128,6,4,1,0,2,1,0,1,1,0,0,0
2720,7,lookahead-1-zeros-0,lookahead-1-zeros,202,2720,7,0,0,0,0,0,0,2,4,0,256,32,4,2,32,2,128,7,3,2,0,0,2,0,1,1,0,0,0
2728,7,lookahead-1-zeros-0,lookahead-1-zeros,203,2728,7,2,256,2,8,0,32,32,128,0,0,2,0,0,4,0,0,7,3,1,1,0,2,0,1,1,0,0,0
2792,7,lookahead-1-zeros-0,lookahead-1-zeros,204,2792,7,2,256,2,8,0,0,64,128,0,0,0,2,2,0,0,4,7,4,1,1,0,0,1,1,1,0,0,0
2796,7,lookahead-1-zeros-0,lookahead-1-zeros,205,2796,7,0,0,2,8,0,0,0,128,0,0,2,2,4,256,64,4,7,3,2,1,0,0,1,1,1,0,0,0
2800,7,lookahead-1-zeros-0,lookahead-1-zeros,206,2800,7,4,256,4,8,0,0,64,128,0,0,0,2,0,0,2,4,7,2,3,1,0,0,1,1,1,0,0,0
2800,6,lookahead-1-zeros-0,lookahead-1-zeros,207,2800,6,4,256,4,8,64,128,2,0,2,0,0,0,2,4,0,0,6,3,3,1,0,0,1,1,1,0,0,0
2804,6,lookahead-1-zeros-0,lookahead-1-zeros,208,2804,6,4,256,4,8,64,128,2,4,4,4,0,0,0,0,0,0,6,1,5,1,0,0,1,1,1,0,0,0
2812,6,lookahead-1-zeros-0,lookahead-1-zeros,209,2812,6,4,256,4,8,64,128,2,4,0,0,2,8,0,0,0,0,6,2,3,2,0,0,1,1,1,0,0,0
2816,6,lookahead-1-zeros-0,lookahead-1-zeros,210,2816,6,4,256,4,8,64,128,4,4,2,0,0,8,0,0,0,0,6,1,4,2,0,0,1,1,1,0,0,0
2824,6,lookahead-1-zeros-0,lookahead-1-zeros,211,2824,6,4,256,8,8,64,128,2,4,2,0,0,8,0,0,0,0,6,2,2,3,0,0,1,1,1,0,0,0
2840,6,lookahead-1-zeros-0,lookahead-1-zeros,212,2840,6,4,256,16,0,64,128,2,4,2,8,0,0,0,0,2,0,6,3,2,1,1,0,1,1,1,0,0,0
2844,6,lookahead-1-zeros-0,lookahead-1-zeros,213,2844,6,0,0,0,2,4,256,0,0,64,128,16,0,2,8,4,4,6,2,3,1,1,0,1,1,1,0,0,0
2852,6,lookahead-1-zeros-0,lookahead-1-zeros,214,2852,6,0,2,0,2,0,0,4,256,0,64,128,16,0,2,8,8,6,3,1,2,1,0,1,1,1,0,0,0
2872,7,lookahead-1-zeros-0,lookahead-1-zeros,215,2872,7,4,0,0,0,4,256,2,0,64,128,16,0,2,16,0,0,7,2,2,0,2,0,1,1,1,0,0,0
2880,7,lookahead-1-zeros-0,lookahead-1-zeros,216,2880,7,0,4,0,0,8,256,0,0,64,128,2,0,2,16,16,0,7,2,1,1,2,0,1,1,1,0,0,0
2912,7,lookahead-1-zeros-0,lookahead-1-zeros,217,2912,7,4,0,0,0,8,256,0,0,64,128,2,0,2,32,2,0,7,3,1,1,0,1,1,1,1,0,0,0
2916,7,lookahead-1-zeros-0,lookahead-1-zeros,218,2916,7,4,2,0,0,8,256,0,0,64,128,0,0,2,32,4,0,7,2,2,1,0,1,1,1,1,0,0,0
2916,6,lookahead-1-zeros-0,lookahead-1-zeros,219,2916,6,0,0,4,2,0,2,8,256,0,0,64,128,0,2,32,4,6,3,2,1,0,1,1,1,1,0,0,0
2920,6,lookahead-1-zeros-0,lookahead-1-zeros,220,2920,6,0,4,4,2,0,0,8,256,0,2,64,128,0,0,32,4,6,2,3,1,0,1,1,1,1,0,0,0
2928,6,lookahead-1-zeros-0,lookahead-1-zeros,221,2928,6,0,0,8,2,0,0,8,256,0,2,64,128,0,2,32,4,6,3,1,2,0,1,1,1,1,0,0,0
2948,7,lookahead-1-zeros-0,lookahead-1-zeros,222,2948,7,2,4,16,2,0,0,64,256,0,0,32,128,0,0,0,4,7,2,2,0,1,1,1,1,1,0,0,0
2948,6,lookahead-1-zeros-0,lookahead-1-zeros,223,2948,6,0,0,0,2,2,0,16,256,0,0,64,128,2,4,32,4,6,3,2,0,1,1,1,1,1,0,0,0
2952,6,lookahead-1-zeros-0,lookahead-1-zeros,224,2952,6,0,0,0,2,0,0,16,256,0,2,64,128,4,4,32,4,6,2,3,0,1,1,1,1,1,0,0,0
2960,6,lookahead-1-zeros-0,lookahead-1-zeros,225,2960,6,0,2,0,2,0,0,16,256,0,2,64,128,0,8,32,4,6,3,1,1,1,1,1,1,1,0,0,0
2964,6,lookahead-1-zeros-0,lookahead-1-zeros,226,2964,6,0,0,0,2,0,0,16,256,0,4,64,128,2,8,32,4,6,2,2,1,1,1,1,1,1,0,0,0
2964,5,lookahead-1-zeros-0,lookahead-1-zeros,227,2964,5,0,0,0,2,2,0,16,256,0,4,64,128,2,8,32,4,5,3,2,1,1,1,1,1,1,0,0,0
2968,5,lookahead-1-zeros-0,lookahead-1-zeros,228,2968,5,4,4,16,2,0,8,64,256,2,0,32,128,0,0,0,4,5,2,3,1,1,1,1,1,1,0,0,0
2976,5,lookahead-1-zeros-0,lookahead-1-zeros,229,2976,5,0,8,16,2,2,8,64,256,0,2,32,128,0,0,0,4,5,3,1,2,1,1,1,1,1,0,0,0
2992,5,lookahead-1-zeros-0,lookahead-1-zeros,230,2992,5,2,16,16,2,2,2,64,256,0,0,32,128,0,0,0,4,5,4,1,0,2,1,1,1,1,0,0,0
3028,6,lookahead-1-zeros-0,lookahead-1-zeros,231,3028,6,0,2,32,2,0,4,64,256,0,0,32,128,0,2,0,4,6,3,2,0,0,2,1,1,1,0,0,0
3028,5,lookahead-1-zeros-0,lookahead-1-zeros,232,3028,5,0,0,0,2,2,2,32,256,0,4,64,128,0,2,32,4,5,4,2,0,0,2,1,1,1,0,0,0
3032,5,lookahead-1-zeros-0,lookahead-1-zeros,233,3032,5,0,0,0,2,0,4,32,256,0,4,64,128,4,2,32,4,5,2,4,0,0,2,1,1,1,0,0,0
3040,5,lookahead-1-zeros-0,lookahead-1-zeros,234,3040,5,0,2,0,2,0,0,32,256,0,8,64,128,4,2,32,4,5,3,2,1,0,2,1,1,1,0,0,0
3044,5,lookahead-1-zeros-0,lookahead-1-zeros,235,3044,5,4,0,0,0,32,256,2,0,8,64,128,0,4,2,32,4,5,2,3,1,0,2,1,1,1,0,0,0
3044,4,lookahead-1-zeros-0,lookahead-1-zeros,236,3044,4,4,0,0,0,32,256,2,0,8,64,128,2,4,2,32,4,4,3,3,1,0,2,1,1,1,0,0,0
3044,3,lookahead-1-zeros-0,lookahead-1-zeros,237,3044,3,4,256,2,2,32,64,128,4,8,2,32,2,4,0,0,0,3,4,3,1,0,2,1,1,1,0,0,0
3048,3,lookahead-1-zeros-0,lookahead-1-zeros,238,3048,3,2,4,256,4,32,64,128,4,8,2,32,2,0,0,0,4,3,3,4,1,0,2,1,1,1,0,0,0
3056,3,lookahead-1-zeros-0,lookahead-1-zeros,239,3056,3,0,2,0,0,2,4,256,8,32,64,128,2,8,2,32,4,3,4,2,2,0,2,1,1,1,0,0,0
3056,2,lookahead-1-zeros-0,lookahead-1-zeros,240,3056,2,2,0,0,2,2,4,256,8,32,64,128,2,8,2,32,4,2,5,2,2,0,2,1,1,1,0,0,0
3060,2,lookahead-1-zeros-0,lookahead-1-zeros,241,3060,2,4,4,0,0,2,4,256,8,32,64,128,2,8,2,32,4,2,3,4,2,0,2,1,1,1,0,0,0
3068,2,lookahead-1-zeros-0,lookahead-1-zeros,242,3068,2,4,8,256,8,2,64,128,2,32,2,32,4,8,0,0,4,2,3,3,3,0,2,1,1,1,0,0,0
3076,2,lookahead-1-zeros-0,lookahead-1-zeros,243,3076,2,4,8,256,8,2,64,128,2,32,2,32,8,8,0,2,0,2,4,1,4,0,2,1,1,1,0,0,0
3076,1,lookahead-1-zeros-0,lookahead-1-zeros,244,3076,1,4,2,256,0,2,8,128,8,32,64,32,2,8,2,2,8,1,5,1,4,0,2,1,1,1,0,0,0
3080,1,lookahead-1-zeros-0,lookahead-1-zeros,245,3080,1,0,4,2,256,2,8,128,8,32,64,32,2,2,8,4,8,1,4,2,4,0,2,1,1,1,0,0,0
3080,0,lookahead-1-zeros-0,lookahead-1-zeros,246,3080,0,2,4,2,256,2,8,128,8,32,64,32,2,2,8,4,8,0,5,2,4,0,2,1,1,1,0,0,0
3084,0,lookahead-1-zeros-0,lookahead-1-zeros,247,3084,0,4,4,2,256,32,8,128,8,2,64,32,2,2,8,4,8,0,4,3,4,0,2,1,1,1,0,0,0
3092,0,lookahead-1-zeros-0,lookahead-1-zeros,248,3092,0,2,8,2,256,32,8,128,8,2,64,32,2,2,8,4,8,0,5,1,5,0,2,1,1,1,0,0,0
3112,1,lookahead-1-zeros-0,lookahead-1-zeros,249,3112,1,2,0,2,256,2,16,128,8,32,64,32,2,4,8,4,8,1,4,2,3,1,2,1,1,1,0,0,0
3116,1,lookahead-1-zeros-0,lookahead-1-zeros,250,3116,1,4,16,2,256,32,64,128,8,4,8,32,2,2,0,4,8,1,3,3,3,1,2,1,1,1,0,0,0
3116,0,lookahead-1-zeros-0,lookahead-1-zeros,251,3116,0,4,16,2,256,32,64,128,8,4,8,32,2,2,4,8,2,0,4,3,3,1,2,1,1,1,0,0,0
